user_id,name,tenure,total_transactions,estimated_clv
a33daa4c123e4ceebf5d324b190df36a,"first second",5,1,120000
e728109b1981448b88855899193f1ccc,"Third Child",5,1,120000
ea0aaa9fc2954a6587fa383577a0a38c,"Fourth Child",5,1,120000
eddd989c1f3b40ce8a1e176892df5f15,"Yami Yami Halal",5,1,120000
ef6da7f680f746eb82cbcfbb5fa62ec6,"Fifth Child",5,1,120000
ef708b0084bf4c1abf06bb7b509c7d6b,"First Child",5,1,120000
46d8f70577514cf2a82d6058b97080d8,"Adu Tim",17,396,116120.12
bc2df42c78974506951f7aa301b748ca,"Esther Omikunle",30,66,112244
e7f85c8c6c4d416c814d698d3bd4f2bd,"ios testi",44,96,111167.99
dbbbb90a9a0b405b81b981402d170aae,"Gambo Mohammed",18,177,109285.8
e11d2e0caa2740ffa45e1ac3b79d4027,"Festus Iyere",33,58,107789.42
090a94f62d7c401990d8b7ed5607b2c7,"Enoooor CW",44,60,104678.78
3e950a81f85f460ca8c0323a5541d2ec,"Duo Save",21,88,104642.86
66aa75928bd4406789300b478405ceac,"Festus Iyere",18,52,101733.33
39d1eb4d2a9341e8ab344d1bf2bb9bf1,"Favourino Felixiano",3,2,100000
d749108854e3448eb802ab2d4f41155c,"Jinola Junpyo",3,2,100000
d8884f082f4c432a9c0c38b90b721ceb,"Obi-Wan Kenobi",51,438,99270.52
0756b71ff9974b049295bdba4a29d8a4,"Jjjjj Ahshshs",20,278,99000
ede185bf57ec4183b14a2b1593ca5dab,"kkjjqdj kkj;k;lk",20,273,99000
b53bcb2960ec45ca8ff173020cf034b7,"Sombra Cheeks",20,265,97800
b01c641dc40d473e82f78bb543ff5d54,"Timothy Olanrewaju",44,71,95727.35
c04bfe41992c4ace9a649f44dde46a31,"Nav Test",36,68,95406.67
0445a41c8a13460dafc586c8df9bb1d3,"Garuba Sigma",20,270,95400
445ceb8389c1421cb5885ef6d62bec15,"Garuba Sigma",20,273,94800
e49dc68bd3f74dc28c5ac42ad0a39048,"Ahmed Adeg",20,269,94800
4ad87327722a48519da4fb29cb781f9f,"Obi-Wan Kenobi",27,59,93782.22
023b6ccad4d14bc88f9ea756af48839e,"Yarmirama Ashama",30,57,93604
97199aab639d479c91df95d20e60e840,"Garuba Shehu",20,274,93600
1429681a0b554a7ab08c5f3993ac7b33,"Garuba Sigma",25,272,93189.31
f53f335ba5334bff9660e9636b88a2bd,"Ikenna Grace",38,116,93183.81
f574f1f2ef414990996ae4ce639f2f4b,"Esther Madam",31,46,93175.74
d9ac28174ee8436fbef4a341b440ab80,"Sandy Cheeks",20,266,93000
3e13e2515e364ec9b1347a38617605d8,"Nest Claim Two",1,9,92629.9
535df6ce36b84cfea1eb3b5db57e8774,"Juhla Iyere",33,162,92574.62
b33c2646ad5a45aba93ce43816b58ca3,"Sandy Cheeks",20,257,92400
77862ae0995d45fd9c44c7a124b67e16,"Sandy Cheeks",20,267,90000
11dde5b851114fb295926554ea2f8731,"Esua Ekpo",31,1132,88431.88
ba9e2fcd601347e8a66ef6b7c89a019a,"Gambo Shehu",19,261,85894.74
414c99da7c8d4ac4842227442236ca81,"Obi Uchenna David",53,294,85473.96
589fa9fed3324a94b0eef344c516a9b1,"Garuba Sigma",20,85,84600
c3173c378b8940b4864ef5fb4c953e75,"Sandy Cheeks",20,260,84600
492e842d55d945588e9315bc01714d5c,"Sombra Last",22,252,82909.09
b5a75460a9524fc7ac97522270bee4a8,"Kratos Smith",34,127,81505.47
e07a9e6d125744dfa3ae01b81899e653,"Fourty Tim",10,30,80594.4
6c59c0b8094947599a0fe785287f229f,"Timothy Obeisun",20,814,77637.6
81b4098cbacc4b6684d9058cbb3e81ff,"Obi-Wan Kenobi",32,58,77253.75
a41c9d1cd8aa4e05b2b9c99ed7ad1e7d,"Uchenna Obi",6,12,77000
3349a653305a47678ab21bf025df8d8b,"Gracia Ashama",32,29,76882.5
750cd10ca82048608ae68ea3316d30f0,"TaslimJr Oseni",3,3,76000
c985c01f85d94a7f8a6e213c2705a6d2,"Obi-Wan Kenobi",27,17,74000
0e92b6ce6c1e4827b4ca266091c54594,"Obi obi",67,306,72344.84
7cb59091cb654936ac639a570ef8d036,"Glove Drop",22,316,72225
7ab08f67d38c48ffa774341bee84cd56,"Chima Ataman",19,259,72094.74
71de31411cd4474fa961677579cda343,"Tas Lim",19,221,71368.42
6e52f5ecbf194634aedca49ba39a8a19,"Vladmir Putin",38,169,70890.92
f6f756335c3742f99d69aa91162f329b,"Festus Iyere",23,65,70806.89
df69a8c50de74328b9bc68e853cb0fe3,"Tas Lim",19,223,70736.84
1f068ca168cf48048c1012c3cccfd2ea,"Tas Lim",19,220,68210.53
70d3912ab061419db0af8c0b8faa56ff,"Selfing Tommy",10,23,67929
4ae0534cee1845e49c5c9806773b74ed,"Grace Ashama",19,15,67672.72
639f95866b8f411ba5e90cc95d87e73b,"Jalop Hamzek",18,203,67429.57
8e7740a2ad75419bb103a54f4a5a5fd1,"Tas Lim",19,217,66315.79
01c07a63b3104a27b367143a69e48770,"Tas Lim",19,220,65684.21
f6e7ef607fac4b1a913cbb103d21828e,"Join Duo",22,10,65460
93e67d3ee3d448dcb6986c124c0209b4,"Edward Popoola",56,55,64801.17
710ef115dad440daaf99387c93b0fb4a,"Festus Iyere",35,119,63381.74
01bac3db234043bda56eb8ee396c9f51,"Tee Tega",37,475,62270.27
c1b0cfbf6c13435db73cfeedbb5dbe85,"Esther Omikunle",30,43,61203.94
c4f3c33b865b47d1bba8ef09912a764f,"Obi-Wan Kenobi",27,26,60888.89
3468023f87524fb298979afca204d7b9,"Rori Ross",5,1,60000
5c038ac33bba4dd3b069d8300f33bdfb,"Sombra Cheeks",1,1,60000
80bc7743d60b4298b3689d2a3c36ff42,"Hogan Ross",5,1,60000
c2fba2fcafe1445dacdabfc8b3869bc0,"Lilibeth Dee",1,1,60000
f41a05180e154ee6a9a3bacd2d4e9279,"Gift Test",3,1,60000
f3b355c6efd84fe79a9e66ddf5276131,"Real Nee",18,71,59200
945457ee4a544561a383a619e18838f8,"Yamikoko Uba",26,36,57784.62
2987eda2405a4053b6fd09160944c5eb,"Naruto Uzumaki",23,13,57391.3
35002cd619a447109fefed4c462ce515,"Nifemi T. Sola-Ojo",23,209,57318.26
59b759f673334e98bc108e4b0e2822a4,"Tas Lim",18,291,57000
e65bebaf85694797b3dec50e8eaa5211,"Yarmirama Ashama",31,266,56438.71
52ceb40010054609b5d0ec1ff62f93d7,"Tas Lim",20,187,55800
d56a287b591546f3bd8b6ae390061751,"Festus Iyere",33,218,55427.14
9f34ed1cea8f457dbccea0652440140e,"Tony Capone",75,102,55329.6
15c7ad1435da4bf6924c5df4219c2602,"Tas Lim",20,179,53400
04dcd90e86b34454aaa3bb6c7c3f0e96,"adebiyi grillo",24,76,53140
6f045b731a4041e58749a518cda2cb6f,"Karabo Mane",2,2,52800
6b52ff3205eb4f9993fcbaba2380f534,"Obi-wan Kenobi",31,32,51878.71
9cc9b2b01ddf4aa68e204f67e01ca25f,"Ope Peters",38,21,51773.45
beddd267ead2416d8f0f5f03293283da,"Festus Iyere",18,36,51600
c8486389ef2e4568813224af40c3ece9,"Daniel Coker",4,5,51000
5118900694bd4ebb96fee8eda581cbbb,"Khose X",24,14,50000
ee248dcec14e432788bad4d7dfb0cc31,"Ceo Esther",22,21,49647.27
17d9345656ef4bf397ca59f2b5a32872,"Ope Cowrywise",49,2,48982.04
bf69d0fd68ad4809b8c680f866b96237,"Obi-Wan Kenobi",27,14,48893.33
0a89630fe66c4832b7395b8f2408e27f,"Garuba Shehu",20,42,48600
1e9a9a115ed34ac7a415fc92db39a477,"Onboarding Flow",20,29,48000
ca8a13c15b244d8298f70ca094257c8f,"Bula Haba",20,11,48000
d993c3fb788846498fca4e810b3e8a91,"NifemiF SolaOjo",5,1,48000
0ae79b9824ae41b792e5f2b046efa162,"Kalu Tim",18,94,45998
2e5e18cb4b14431e9952a19226a57ecd,"Daniel Coker",25,64,45900
15379129a69444c98190bfe572f3448e,"Festus Iyere",33,208,45352.24
eafa53efb3e6461da85fdddfcc3be2ab,"Demi Coker",3,3,44800
5928e8f10e8e44baaac2d93225d033e3,"Obi-Wan Kenobi",27,34,44000
5f0698d8e46042158fb3e95f5761c9e5,"Mrs O",22,11,43636.36
eae333a0ecf0460bb4ffcca122c4417b,"Join Circle",22,308,43205.45
4b0ad42d24d2413ca0cc332a96c4f427,"Tata Papa",20,42,43200
e367097cc72646be9b0a795db8f68d0a,"Gambo Mohammed",18,469,42802.46
21c8aa0ddc7140bf8828da73dc325d73,"Yamira Ashama",32,49,42000
61a9a5bae39d45d2b7dd3d73aeedd697,"Sultan Gandoki",20,11,42000
cf2385f272bb4311915e51abc5437644,"Balabu Bulaba",20,11,42000
5fdde2afa0bb4b08994af6632eece108,"Device Reg",26,14,41638.85
e4dc0ee4a7a6405b9dd5f2a63f0740dd,"Tobe Ross",5,3,40800
2acd78d385a64c18b4fdee7dcbc0b203,"Obi-Wan Kenobi",27,22,40680.67
201fd9e97b924d6a96e945869070906b,"Fah Fah",3,2,40000
374c04b6f1e44193b873dc8c58c30d95,"Peter Popoola",12,1,40000
487180b0282847abbcb0d64dfeaa63c9,"Chinemerem Felix",3,2,40000
fb12bfd102e3415d904f1503c4d76f99,"Tiana Jones",3,1,40000
9386f28f466f4beab9353de550873936,"Sandy Cheeks",13,127,39692.31
de8bb5c48c2643b2af039fb419fb23f0,"Garuba Sigma",20,43,39600
338b008e47074360b48dec98213e6fd8,"Mrs DUO",21,23,39434.29
066a474fe45b4024b2410d9e0b9aea86,"Gambo Shehu",20,9,38113.36
aca079c80ee64dcc96cdff340538c6f8,"Yiop Goth",18,58,37833.33
3ab5c777c773478eb64bccc751e97ae8,"Obi David",3,2,37814
4378df150e384f53a6f7ace20a0235aa,"Grace Ashama",37,172,37631.35
9fb72f443118492c823855a99a1de6b4,"Tim Circle",12,108,37509.85
ce162aedc2aa4362bb9e08c859522d45,"Obi-Wan Kenobi",32,69,37203.75
1012e7089c674c49bce1ee2cd31fde5a,"Yami Ashama",10,8,37092
3b5aa2687dff494e98f3389c57e5befb,"Juice Apple",20,11,36600
72a1b530d1734fab846392f5fa425d02,"Adimchi Kaizen",23,12,36521.74
4d18ef4e6665444cb40f18673c2bbffc,"Yami Jeremiah",13,10,36184.62
c308d246f968463d998635ed19877dce,"Gambo Mohammed",19,33,36063.16
f5f5f5f85ac045c2b04c9e56ef4cb2de,"Jaja Opobo",20,41,36060
11f91ad38d4b43cc8f4783d1f096d5b6,"Signup Bvn",20,9,36000
1bfa01da0fd64e9999b7365a0545d3a2,"App Onboarding",5,2,36000
9c6abd71cff34ad3bb694d569048b119,"Gambo Shehu",18,28,36000
be959f8b16c8473194679bde22ff2643,"Gambo Mohammed",19,33,36000
f7bc4d4f9d5e4633bcdba32568181069,"Esther Omikunle",31,58,35263.33
f1b4199d25974ac1b3390ef499be50ad,"Festus Iyere",26,34,35215.38
ede20826e1b24abd90a0fc0ae6c4c7a0,"Chief Esther",22,178,34909.09
07ae11b1453b42f6b7e4086557240a72,"Garuba Shehu",10,12,33600
d65c438f209d4652b12f70f4ecd6927c,"Gambo Mohammed",18,37,33600
d6f06596ef26442d958a9e3cc3c84695,"Garuba Shehu",10,2,33600
ad081bc6c0e644158b2c76901c984973,"Obi-Wan Kenobi",31,65,32907.1
9fa0aa5af0434bcda0f42128733d08c0,"Feyisayo Sonubi",25,35,32647.31
b022b363e3524fdaba5b603bd2a40f52,"Gambo Anagbogu",15,1,32000
c3ff4c3d085a4c12a04c520df7deb149,"Gambo Mohammed",18,29,32000
eb32b23c8dab4dfc8bee81cab1761d69,"frer Mohammed",18,36,31600
d9f7c84bebea4faeb16c2ccbee96f89d,"Bvn Removed",23,10,31304.35
c35fdf3cce1a4de1928716c8b41f1650,"Self Timothy",10,115,31080
758291b704ff45cdbdf4260539e22071,"Ope Ope",53,25,30928.3
59d84fc367384da08685f5368289684d,"This Testing",43,85,30713.02
a2c6f4df4b724714ba95b34d8f6a0b90,"Gambo Mohammed",18,31,30333.33
085e42f793fa442c8670eed4a10c7465,"Sombra Cheeks",2,1,30000
0b61d59179e84587affc3c17825e21c6,"Tunde Kunmi",2,1,30000
182e4ab81b94420ba429787d81a46908,"Peter Popoola",12,1,30000
21bdca5b10d64e0cb04833c25bfbf360,"Julia Canto",2,1,30000
5ae01f719fc144afbabec67fdaaf99e8,"John Bull",4,2,30000
63dc756a21734732922a1e62a3dda7f1,"Lily Tobias",2,1,30000
b93fc5f9357849cab7244f1a7cf9cb35,"adebiyi grillo",2,1,30000
e524101629dc458f98f52d5cee5e1c73,"SharonBaby Falomo",2,1,30000
a03c8a7e8ce64f99909173fe337e7f42,"Kae Monae",25,10,29904
2f9f0c2151ad4d8c8a0a4abd4a4b6990,"Khose Grillo",3,7,29880
61b4ea38b8184059bfe97d788d260054,"Obi Uchenna David",54,91,29622.67
22d15df18baa4e2b821c84675bc10c24,"Obi-Wan Kenobi",31,94,28800
7e39c7dfcc6543a69020f4d136699e55,"hkjdejhd jjlrererljr",20,83,28800
3b62c4f2406e491db96bc03cd7350709,"Gambo Shehu",18,38,28666.67
92e128bf42054e89a10e2523745e838e,"Gambo Mohammed",18,28,28000
9cbaed8bf2de4062ad13b0af187bd9f0,"Obi-Wan Kenobi",30,16,28000
cbdda680d16c4af39541d77c2bf8a1a7,"Adimchi Oka",13,5,27692.31
01cec4f5e94d4991b5c79d4142b6313f,"MyNew Duo",20,32,27606
f56e6be504904f73ae32fac0f59b2948,"Damilola Adesodun",30,61,27600
b4b402a57d0c4eaa93db89880a8ae8ed,"Obi-Wan Kenobi",24,20,27510
e4a6d57e2b754dcf87f650578d4f4503,"Instant Save",22,20,27278.18
bfe4e5d08c2a4ad9b7ebdf3d5af1acb9,"Esther O",25,36,27120
072504cb229248288c57386a5a5811fb,"Emergency Onboarding",20,13,27000
487250875221458aa4229355c46cc3c7,"Yarmirama Ashama",24,12,27000
06d73a882815499ea6eaf4678ed279f5,"Feyisayo Sonubi",57,69,26999.75
f93804958a0b4c57a5c81529cc5737cf,"Obi-Wan Kenobi",29,74,26900.69
09a4c4927ae8435d85dbdaa879240ea2,"Timothy Olanrewaju",44,22,26199.46
e63c48784f614333893697a03fc70120,"Nengi Richie",5,13,26162.4
efba4f4b4bcf403aaf814353addbdb6c,"Esther Omikunle",30,34,26084
0a2baac2599642a18ab11f6784a140e5,"Gambo Mohammed",18,29,26000
5f0ec4c6ec7e426d9c780bac72317522,"Web Nester",3,2,26000
963e347ded0c4a68826c012cd0cf6e7d," ",31,97,25749.68
d70665e80e3846a58c8795570715428d,"John Tima",18,21,25540
4bad0eaac464452c97619a7d0bca2b50,"Tino Joe",25,15,25536
